ci95_high,ci95_low,layer,mean_correct_minus_incorrect,median_correct_minus_incorrect,metric,model_variant,paired_effect_size_dz,raw_n_correct,raw_n_incorrect,seed_n,std_correct_minus_incorrect,task_family,token_bin
0.015233566053211689,-0.2276804894208908,1,-0.106223464012146,-0.1390029470322549,candidate_update_norm,baseline,-0.6758752484660482,1544,211,5,0.1571643054738703,maximum,0
0.015233566984534264,-0.2276805192232132,1,-0.10622347891330719,-0.1390029578515799,effective_displacement,baseline,-0.6758752830994792,1544,211,5,0.15716431946760895,maximum,0
0.015233566053211689,-0.2276804894208908,1,-0.106223464012146,-0.1390029470322549,effective_update_norm,baseline,-0.6758752484660482,1544,211,5,0.1571643054738703,maximum,0
-5.7700835895957425e-05,-0.01778932847082615,1,-0.008923513814806938,-0.013519090781658472,relative_update_norm,baseline,-0.765821460199137,1544,211,5,0.011652211747221803,maximum,0
0.004716561175882816,-0.0003173252916894853,1,0.002146058715879917,0.00192183215730235,representation_direction_cosine,baseline,0.6448719172217929,1544,211,5,0.0033278836596350283,maximum,0
0.06178927421569824,-0.05963488295674324,1,-0.005215109791606665,-0.04469287813807021,residual_norm,baseline,-0.0684268052633008,1544,211,5,0.0762144275410688,maximum,0
0.0017346590757369995,-0.029433244839310646,1,-0.01483520120382309,-0.017852317009653618,attention_entropy,baseline,-0.7351447559730734,1405,195,5,0.020179972832951105,maximum,1
0.00724605331197381,-0.0088734719902277,1,-0.0008137092809192836,-0.0018732320697764995,attention_evidence_mass,baseline,-0.07907494593646301,1405,195,5,0.010290355197626083,maximum,1
0.001471374067477882,-0.010325530543923378,1,-0.0033965581096708775,-0.0012270328395949,candidate_cosine,baseline,-0.43477842496140856,1405,195,5,0.007812158825434725,maximum,1
0.0054219188168644905,-0.0023999465629458427,1,0.0015306780114769936,0.0015425318112955166,candidate_dominance,baseline,0.3018102447085595,1405,195,5,0.005071656904672271,maximum,1
0.0008780492353253067,-0.0004634205251932144,1,0.00023899300140328705,0.0003309717914401489,candidate_novelty,baseline,0.2786443547413971,1405,195,5,0.0008576990609592308,maximum,1
0.13930641114711761,-0.03672641143202782,1,0.0444159060716629,0.006133911118587854,candidate_update_norm,baseline,0.3839811761607638,1405,195,5,0.11567209235555603,maximum,1
0.1393064260482788,-0.03672640770673752,1,0.0444159172475338,0.006133912442713552,effective_displacement,baseline,0.38398122721675115,1405,195,5,0.11567210608049266,maximum,1
0.13930641114711761,-0.03672641143202782,1,0.0444159060716629,0.006133911118587854,effective_update_norm,baseline,0.3839811761607638,1405,195,5,0.11567209235555603,maximum,1
0.009648052975535393,-0.004784612450748682,1,0.0025165067054331303,0.0030888672458605493,relative_update_norm,baseline,0.2682430965878942,1405,195,5,0.009381440705999888,maximum,1
0.0012683533132076263,-0.002782651921734214,1,-0.0008832622552290559,-0.0012551593266904026,representation_direction_cosine,baseline,-0.34147343262576185,1405,195,5,0.002586620717275736,maximum,1
0.13405311107635498,-0.06801772117614746,1,0.03301769122481346,0.07999616009848509,residual_norm,baseline,0.23620589169662476,1405,195,5,0.13978352101064576,maximum,1
0.024186303839087486,-0.0489538237452507,1,-0.012383759953081608,-0.0020781861615546404,attention_entropy,baseline,-0.2590995714648711,1430,195,5,0.0477953702627432,maximum,2
