attention_ff_cancellation,attention_ff_cosine,cycle,depth,example_id,experiment,full_correct,full_target_logprob,layer,model_family,model_variant,random_ff_correct,random_sa_correct,revision,run_id,seed,skip_block_correct,skip_ff_correct,skip_sa_correct,source_cycle,source_experiment,task_family,utility_block,utility_ff,utility_random_ff,utility_random_sa,utility_sa,width
0.23202311992645264,0.16615712642669678,B,4,family-00301-maximum,B2,True,-0.0674135610461235,0,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.05818968266248703,0.044763773679733276,0.20087173581123352,0.010389469563961029,0.007199324667453766,64
0.16772115230560303,0.16623906791210175,B,4,family-00301-maximum,B2,True,-0.0674135610461235,1,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,maximum,3.2241156101226807,0.012664832174777985,0.018207885324954987,3.239680051803589,3.532893657684326,64
0.17979586124420166,0.2730911076068878,B,4,family-00301-maximum,B2,True,-0.0674135610461235,2,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.032232947647571564,0.013531431555747986,0.05681067705154419,-0.0004466250538825989,0.003090299665927887,64
0.1489596962928772,0.3182600140571594,B,4,family-00301-maximum,B2,True,-0.0674135610461235,3,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.39514321088790894,0.01756216585636139,0.03318193554878235,0.4731108546257019,0.4417682886123657,64
0.2238682508468628,0.19275398552417755,B,4,family-00301-minimum,B2,False,-5.026564121246338,0,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,minimum,-0.038384437561035156,-0.3950200080871582,-0.7610931396484375,0.2185988426208496,0.3895444869995117,64
0.2471938133239746,0.05719713494181633,B,4,family-00301-minimum,B2,False,-5.026564121246338,1,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,minimum,-1.801520824432373,0.2675457000732422,0.05728578567504883,-3.010234832763672,-2.777609348297119,64
0.19860941171646118,0.09740661084651947,B,4,family-00301-minimum,B2,False,-5.026564121246338,2,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,True,A,E1,minimum,-3.395948886871338,0.1676616668701172,-0.029128551483154297,-3.5192244052886963,-4.086124420166016,64
0.27332204580307007,0.04824645444750786,B,4,family-00301-minimum,B2,False,-5.026564121246338,3,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,minimum,-0.039147377014160156,0.2880711555480957,-0.07436513900756836,0.4134244918823242,-0.40230798721313477,64
0.2582145929336548,0.04482230544090271,B,4,family-00301-sum_mod_10,B2,False,-1.8645625114440918,0,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,True,True,False,A,E1,sum_mod_10,-0.10746335983276367,2.7418136596679688e-06,0.1153641939163208,-0.2333599328994751,-0.19752287864685059,64
0.2161458134651184,0.1421603113412857,B,4,family-00301-sum_mod_10,B2,False,-1.8645625114440918,1,tiny_custom_transformer,baseline,False,True,1,cycleA-e1-baseline-seed-11,11,True,False,True,A,E1,sum_mod_10,-0.3537052869796753,-0.053098320960998535,-0.056122541427612305,-0.5410361289978027,-0.3725402355194092,64
0.14254134893417358,0.46931737661361694,B,4,family-00301-sum_mod_10,B2,False,-1.8645625114440918,2,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,0.35164880752563477,0.2685818672180176,0.3317382335662842,0.32700061798095703,0.01010143756866455,64
0.22017735242843628,0.20022645592689514,B,4,family-00301-sum_mod_10,B2,False,-1.8645625114440918,3,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,0.2234201431274414,0.30910682678222656,0.5611059665679932,-0.28237056732177734,0.004407286643981934,64
0.2356434464454651,0.16265951097011566,B,4,family-00302-maximum,B2,True,-0.344693660736084,0,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,-0.01736319065093994,-0.01268187165260315,0.09083077311515808,0.08064854145050049,0.0012181401252746582,64
0.16625338792800903,0.2752479910850525,B,4,family-00302-maximum,B2,True,-0.344693660736084,1,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.7140882015228271,0.0709812343120575,0.07318687438964844,0.3346337080001831,0.6689683198928833,64
0.27513158321380615,0.03168714791536331,B,4,family-00302-maximum,B2,True,-0.344693660736084,2,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.044947683811187744,0.11868396401405334,0.276356041431427,-0.02978929877281189,-0.07139912247657776,64
0.14974790811538696,0.4391779601573944,B,4,family-00302-maximum,B2,True,-0.344693660736084,3,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.8264650106430054,0.2178441286087036,0.6481195688247681,0.48817265033721924,0.32063722610473633,64
0.24743175506591797,0.04268721863627434,B,4,family-00302-minimum,B2,True,-0.4012315571308136,0,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.9381396770477295,0.1354401409626007,0.2184182107448578,1.2370208501815796,1.012109398841858,64
0.32656240463256836,-0.10584430396556854,B,4,family-00302-minimum,B2,True,-0.4012315571308136,1,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.31963643431663513,0.04983201622962952,0.09625464677810669,0.3300609886646271,0.2702830731868744,64
