ci95_high,ci95_low,layer,median,metric,replicated,seed_n,standardized_mean,std,task_family
0.4210684895515442,-0.30451416969299316,1,-0.020736038336574798,ff_update_norm_acf_lag1,False,5,0.06105785444378853,0.4723890437084885,maximum
0.06172134354710579,-0.31989920139312744,1,0.0,ff_update_norm_correlation_length,False,5,-0.11605855077505112,0.2582527309173903,maximum
0.09917856752872467,-0.1193087249994278,1,-0.006570536410625487,ff_update_norm_window_mean_shift,False,5,-0.005920705385506153,0.1480573405600322,maximum
0.14234420657157898,-0.12684842944145203,1,0.016169776754385214,ff_update_norm_wasserstein,False,5,0.0034483312629163265,0.16932712979314232,maximum
0.2869303822517395,-0.0577862374484539,1,0.03647528336223709,ff_update_norm_w4_rolling_variance,False,5,0.10764710605144501,0.23190564752719373,maximum
0.6969653367996216,-0.008413034491240978,1,0.3668865955928829,ff_update_norm_w4_rolling_abs_skewness,False,5,0.3451264798641205,0.4609150381385611,maximum
-0.020062413066625595,-0.6874171495437622,1,-0.22548125337606503,ff_update_norm_w4_rolling_abs_kurtosis,False,5,-0.315257728099823,0.42430374711827873,maximum
0.27379101514816284,-0.03859928250312805,1,0.08044597241526226,ff_update_norm_w8_rolling_variance,False,5,0.1141527071595192,0.2029396469496119,maximum
0.4579991400241852,-0.08843167126178741,1,0.16095115439520682,ff_update_norm_w8_rolling_abs_skewness,False,5,0.1847837269306183,0.3473501977015488,maximum
0.10678069293498993,-0.4266721308231354,1,-0.10127406888614979,ff_update_norm_w8_rolling_abs_kurtosis,False,5,-0.15326784551143646,0.360295566071269,maximum
0.3035873770713806,-0.05597768351435661,1,0.019902528059974965,ff_update_norm_w16_rolling_variance,False,5,0.11157889664173126,0.23358169506012227,maximum
0.35515737533569336,0.023089909926056862,1,0.19717260527207614,ff_update_norm_w16_rolling_abs_skewness,False,5,0.1980346441268921,0.2238388540969062,maximum
0.10591934621334076,-0.3160289227962494,1,0.02792184112642806,ff_update_norm_w16_rolling_abs_kurtosis,False,5,-0.09867177158594131,0.27025744605928714,maximum
